type,time,latitude,longitude,altitude (m),name,desc
T,2019-07-25 05:01:05,49.254282480,20.102176471,995.8,Bukowina Tatrzańska Spacerowanie,
T,2019-07-25 05:01:10,49.254135462,20.102399848,994.0,,
T,2019-07-25 05:01:15,49.254064802,20.102401106,993.8,,
T,2019-07-25 05:01:17,49.254043428,20.102399429,993.8,,
T,2019-07-25 05:01:27,49.253919544,20.102306642,994.6,,
T,2019-07-25 05:01:39,49.253773028,20.102173286,995.4,,
T,2019-07-25 05:01:53,49.253612347,20.102020232,995.6,,
T,2019-07-25 05:01:57,49.253567923,20.101967677,995.6,,
T,2019-07-25 05:02:00,49.253535150,20.101933395,995.6,,
T,2019-07-25 05:02:01,49.253524421,20.101920236,995.6,,
T,2019-07-25 05:02:07,49.253449235,20.101863490,995.2,,
T,2019-07-25 05:02:15,49.253358291,20.101784533,995.2,,
T,2019-07-25 05:02:17,49.253332140,20.101764584,995.2,,
T,2019-07-25 05:02:18,49.253317388,20.101755615,995.2,,
T,2019-07-25 05:02:22,49.253277658,20.101734996,995.2,,
T,2019-07-25 05:02:23,49.253266845,20.101728793,995.2,,
T,2019-07-25 05:02:30,49.253178919,20.101658637,995.0,,
T,2019-07-25 05:02:41,49.253035504,20.101516899,995.2,,
T,2019-07-25 05:02:46,49.252968784,20.101450263,995.8,,
T,2019-07-25 05:02:49,49.252933916,20.101402570,996.6,,
T,2019-07-25 05:02:52,49.252894269,20.101360576,997.2,,
T,2019-07-25 05:02:58,49.252808103,20.101298131,998.0,,
T,2019-07-25 05:03:04,49.252730990,20.101226047,999.0,,
T,2019-07-25 05:03:05,49.252718668,20.101216156,999.2,,
T,2019-07-25 05:03:07,49.252695199,20.101195956,999.4,,
T,2019-07-25 05:03:09,49.252671311,20.101173408,999.8,,
T,2019-07-25 05:03:12,49.252634682,20.101141557,1000.4,,
T,2019-07-25 05:03:13,49.252622947,20.101129403,1000.6,,
T,2019-07-25 05:03:20,49.252533345,20.101050865,1002.0,,
T,2019-07-25 05:03:29,49.252395714,20.100964531,1003.2,,
T,2019-07-25 05:03:36,49.252300831,20.100903846,1003.0,,
T,2019-07-25 05:03:38,49.252270237,20.100888759,1002.8,,
T,2019-07-25 05:03:40,49.252232350,20.100859087,1002.8,,
T,2019-07-25 05:03:51,49.252101760,20.100747021,1003.0,,
T,2019-07-25 05:04:02,49.251961112,20.100631434,1002.6,,
T,2019-07-25 05:04:09,49.251885256,20.100547029,1002.6,,
T,2019-07-25 05:04:19,49.251741841,20.100439657,1003.6,,
T,2019-07-25 05:04:28,49.251608737,20.100318873,1004.4,,
T,2019-07-25 05:04:33,49.251535060,20.100268750,1004.2,,
T,2019-07-25 05:04:35,49.251505304,20.100236144,1004.2,,
T,2019-07-25 05:04:40,49.251438584,20.100198174,1004.0,,
T,2019-07-25 05:04:41,49.251430621,20.100204712,1003.8,,
T,2019-07-25 05:04:45,49.251384437,20.100151487,1003.8,,
T,2019-07-25 05:04:50,49.251315454,20.100084767,1003.8,,
T,2019-07-25 05:04:52,49.251286620,20.100059202,1003.6,,
T,2019-07-25 05:04:53,49.251276813,20.100053921,1003.4,,
T,2019-07-25 05:05:00,49.251172123,20.099991225,1002.2,,
T,2019-07-25 05:05:07,49.251087131,20.099944789,1001.2,,
T,2019-07-25 05:05:11,49.251046395,20.099891815,1001.0,,
T,2019-07-25 05:05:14,49.251015047,20.099857617,1001.0,,
T,2019-07-25 05:05:18,49.250978250,20.099815456,1000.8,,
T,2019-07-25 05:05:19,49.250969533,20.099803386,1000.8,,
T,2019-07-25 05:05:30,49.250866938,20.099661816,1001.0,,
T,2019-07-25 05:05:39,49.250773815,20.099478671,1002.0,,
T,2019-07-25 05:05:43,49.250764176,20.099400636,1003.0,,
T,2019-07-25 05:05:47,49.250752358,20.099295359,1004.4,,
T,2019-07-25 05:05:52,49.250723189,20.099152196,1006.2,,
T,2019-07-25 05:05:54,49.250715561,20.099099725,1006.8,,
T,2019-07-25 05:05:55,49.250709023,20.099071059,1007.2,,
T,2019-07-25 05:06:03,49.250675328,20.098867631,1008.8,,
T,2019-07-25 05:06:04,49.250670383,20.098840306,1009.0,,
T,2019-07-25 05:06:15,49.250634760,20.098549454,1011.6,,
T,2019-07-25 05:06:18,49.250623360,20.098473513,1012.2,,
T,2019-07-25 05:06:28,49.250605423,20.098256590,1014.4,,
T,2019-07-25 05:06:32,49.250598466,20.098172519,1015.0,,
T,2019-07-25 05:06:38,49.250587486,20.098046707,1015.8,,
T,2019-07-25 05:06:42,49.250589497,20.097949812,1016.4,,
T,2019-07-25 05:06:47,49.250602825,20.097839339,1017.0,,
T,2019-07-25 05:06:58,49.250650350,20.097603053,1018.4,,
T,2019-07-25 05:07:11,49.250730732,20.097339526,1018.6,,
T,2019-07-25 05:07:14,49.250743557,20.097279008,1018.8,,
T,2019-07-25 05:07:27,49.250804661,20.096994694,1019.0,,
T,2019-07-25 05:07:30,49.250823436,20.096938703,1019.0,,
T,2019-07-25 05:07:37,49.250824526,20.096786488,1018.8,,
T,2019-07-25 05:07:40,49.250821341,20.096705016,1019.0,,
T,2019-07-25 05:07:45,49.250804326,20.096616084,1019.2,,
T,2019-07-25 05:07:50,49.250766691,20.096522626,1019.4,,
T,2019-07-25 05:07:53,49.250743138,20.096470071,1019.6,,
T,2019-07-25 05:08:03,49.250639621,20.096309474,1020.4,,
T,2019-07-25 05:08:18,49.250470391,20.096173771,1021.4,,
T,2019-07-25 05:08:21,49.250421524,20.096155414,1021.4,,
T,2019-07-25 05:08:25,49.250362935,20.096131023,1021.4,,
T,2019-07-25 05:08:30,49.250291437,20.096096154,1021.6,,
T,2019-07-25 05:08:31,49.250277439,20.096091628,1021.6,,
T,2019-07-25 05:08:34,49.250234105,20.096072350,1022.0,,
T,2019-07-25 05:08:41,49.250135869,20.096032368,1021.4,,
T,2019-07-25 05:08:51,49.250010811,20.095955338,1021.0,,
T,2019-07-25 05:09:03,49.249835880,20.095825503,1020.0,,
T,2019-07-25 05:09:05,49.249808723,20.095808487,1019.8,,
T,2019-07-25 05:09:17,49.249653071,20.095665576,1019.6,,
T,2019-07-25 05:09:18,49.249637229,20.095653255,1019.6,,
T,2019-07-25 05:09:28,49.249498090,20.095575470,1018.8,,
T,2019-07-25 05:09:38,49.249358447,20.095480168,1018.8,,
T,2019-07-25 05:09:49,49.249195000,20.095427446,1018.6,,
T,2019-07-25 05:09:51,49.249169016,20.095419735,1018.6,,
T,2019-07-25 05:09:56,49.249096764,20.095429290,1017.4,,
T,2019-07-25 05:09:57,49.249081425,20.095428117,1017.4,,
T,2019-07-25 05:10:01,49.249007665,20.095404899,1018.0,,
T,2019-07-25 05:10:03,49.248977238,20.095409509,1017.8,,
T,2019-07-25 05:10:09,49.248889228,20.095378580,1018.6,,
T,2019-07-25 05:10:13,49.248844972,20.095371958,1018.8,,
T,2019-07-25 05:10:22,49.248700636,20.095302975,1020.6,,
T,2019-07-25 05:10:32,49.248551438,20.095276656,1021.6,,
T,2019-07-25 05:10:41,49.248395115,20.095275063,1022.6,,
T,2019-07-25 05:10:47,49.248319678,20.095270369,1023.2,,
T,2019-07-25 05:10:48,49.248304926,20.095269699,1023.2,,
T,2019-07-25 05:10:51,49.248258909,20.095275482,1023.2,,
T,2019-07-25 05:10:54,49.248213479,20.095300712,1022.8,,
T,2019-07-25 05:11:02,49.248071657,20.095315883,1023.2,,
T,2019-07-25 05:11:08,49.247969482,20.095260814,1025.0,,
T,2019-07-25 05:11:10,49.247948360,20.095250672,1025.2,,
T,2019-07-25 05:11:16,49.247887842,20.095249247,1025.6,,
T,2019-07-25 05:11:17,49.247879880,20.095248073,1025.6,,
T,2019-07-25 05:11:22,49.247801341,20.095200632,1027.0,,
T,2019-07-25 05:11:30,49.247686677,20.095162243,1028.2,,
T,2019-07-25 05:11:31,49.247673517,20.095156543,1028.6,,
T,2019-07-25 05:11:41,49.247558936,20.095121590,1030.4,,
T,2019-07-25 05:11:49,49.247455504,20.095147742,1031.0,,
T,2019-07-25 05:11:52,49.247393562,20.095159393,1031.2,,
T,2019-07-25 05:12:00,49.247253081,20.095174816,1031.4,,
T,2019-07-25 05:12:07,49.247164736,20.095167439,1032.0,,
T,2019-07-25 05:12:09,49.247143865,20.095148413,1032.4,,
T,2019-07-25 05:12:13,49.247096004,20.095131313,1032.8,,
T,2019-07-25 05:12:15,49.247066164,20.095126033,1032.8,,
T,2019-07-25 05:12:16,49.247054346,20.095118573,1033.0,,
T,2019-07-25 05:12:17,49.247041941,20.095117148,1033.0,,
T,2019-07-25 05:12:21,49.246978406,20.095115472,1033.0,,
T,2019-07-25 05:12:23,49.246947812,20.095119076,1033.0,,
T,2019-07-25 05:12:29,49.246860724,20.095124273,1033.0,,
T,2019-07-25 05:12:30,49.246847816,20.095115304,1033.2,,
T,2019-07-25 05:12:32,49.246816887,20.095114298,1033.4,,
T,2019-07-25 05:12:37,49.246738683,20.095134499,1034.0,,
T,2019-07-25 05:12:38,49.246722842,20.095131146,1034.2,,
T,2019-07-25 05:12:44,49.246613709,20.095130224,1035.4,,
T,2019-07-25 05:12:48,49.246548414,20.095108347,1035.8,,
T,2019-07-25 05:12:50,49.246534165,20.095076412,1036.2,,
T,2019-07-25 05:12:56,49.246471720,20.095049255,1036.8,,
T,2019-07-25 05:12:59,49.246430062,20.095043136,1037.0,,
T,2019-07-25 05:13:01,49.246402150,20.095026372,1037.2,,
T,2019-07-25 05:13:07,49.246360911,20.094968621,1038.0,,
T,2019-07-25 05:13:14,49.246292682,20.094879353,1039.0,,
T,2019-07-25 05:13:20,49.246226046,20.094780615,1040.4,,
T,2019-07-25 05:13:22,49.246211126,20.094763683,1040.8,,
T,2019-07-25 05:13:25,49.246154130,20.094748177,1041.0,,
T,2019-07-25 05:13:28,49.246120937,20.094734933,1041.0,,
T,2019-07-25 05:13:29,49.246111298,20.094733927,1041.0,,
T,2019-07-25 05:13:30,49.246105012,20.094731497,1041.0,,
T,2019-07-25 05:13:35,49.246052289,20.094742058,1040.6,,
T,2019-07-25 05:13:36,49.246034939,20.094728731,1040.8,,
T,2019-07-25 05:13:41,49.245955646,20.094670979,1041.8,,
T,2019-07-25 05:13:45,49.245891524,20.094692269,1041.6,,
T,2019-07-25 05:13:46,49.245879203,20.094690928,1041.6,,
T,2019-07-25 05:13:49,49.245834192,20.094643487,1042.4,,
T,2019-07-25 05:13:50,49.245818770,20.094614737,1043.0,,
T,2019-07-25 05:13:51,49.245799407,20.094597889,1043.2,,
T,2019-07-25 05:13:57,49.245710978,20.094486745,1044.6,,
T,2019-07-25 05:14:00,49.245649120,20.094466042,1044.6,,
T,2019-07-25 05:14:01,49.245632524,20.094441986,1045.0,,
T,2019-07-25 05:14:02,49.245620538,20.094416672,1045.2,,
T,2019-07-25 05:14:07,49.245529594,20.094390688,1045.4,,
T,2019-07-25 05:14:09,49.245500257,20.094391359,1045.2,,
T,2019-07-25 05:14:13,49.245442590,20.094380127,1045.4,,
T,2019-07-25 05:14:16,49.245389784,20.094387084,1045.6,,
T,2019-07-25 05:14:20,49.245325914,20.094378619,1045.8,,
T,2019-07-25 05:14:23,49.245277802,20.094382809,1046.0,,
T,2019-07-25 05:14:30,49.245179733,20.094361939,1046.6,,
T,2019-07-25 05:14:31,49.245168166,20.094370069,1046.6,,
T,2019-07-25 05:14:35,49.245113935,20.094373086,1046.8,,
T,2019-07-25 05:14:39,49.245077055,20.094381133,1046.8,,
T,2019-07-25 05:14:41,49.245058531,20.094383648,1046.8,,
T,2019-07-25 05:14:43,49.245032463,20.094363196,1047.2,,
T,2019-07-25 05:14:44,49.245018465,20.094350623,1047.4,,
T,2019-07-25 05:14:46,49.244991643,20.094355065,1047.4,,
T,2019-07-25 05:14:47,49.244975718,20.094361519,1047.4,,
T,2019-07-25 05:14:51,49.244933138,20.094352383,1047.8,,
T,2019-07-25 05:14:52,49.244927187,20.094348779,1047.8,,
T,2019-07-25 05:14:55,49.244902208,20.094314078,1048.2,,
T,2019-07-25 05:14:57,49.244883936,20.094278706,1048.8,,
T,2019-07-25 05:15:01,49.244832303,20.094271079,1048.8,,
T,2019-07-25 05:15:04,49.244788047,20.094221877,1049.6,,
T,2019-07-25 05:15:05,49.244774384,20.094198743,1050.0,,
T,2019-07-25 05:15:09,49.244720992,20.094180219,1050.2,,
T,2019-07-25 05:15:11,49.244700707,20.094165970,1050.4,,
T,2019-07-25 05:15:12,49.244686794,20.094157001,1050.6,,
T,2019-07-25 05:15:14,49.244671203,20.094149709,1050.6,,
T,2019-07-25 05:15:16,49.244639939,20.094136214,1050.8,,
T,2019-07-25 05:15:17,49.244618984,20.094124898,1051.0,,
T,2019-07-25 05:15:20,49.244561568,20.094114086,1051.4,,
T,2019-07-25 05:15:24,49.244445311,20.094079804,1052.4,,
T,2019-07-25 05:15:26,49.244410945,20.094052479,1052.8,,
T,2019-07-25 05:15:28,49.244399462,20.094008138,1053.6,,
T,2019-07-25 05:15:29,49.244383704,20.093997912,1053.8,,
T,2019-07-25 05:15:32,49.244304076,20.093988860,1053.6,,
T,2019-07-25 05:15:33,49.244268956,20.093965810,1053.6,,
T,2019-07-25 05:15:34,49.244251354,20.093950974,1053.8,,
T,2019-07-25 05:15:37,49.244196201,20.093937730,1053.2,,
T,2019-07-25 05:15:38,49.244181784,20.093950806,1052.6,,
T,2019-07-25 05:15:40,49.244167786,20.093941838,1052.6,,
T,2019-07-25 05:15:41,49.244162589,20.093930271,1052.8,,
T,2019-07-25 05:15:43,49.244142724,20.093889786,1053.6,,
T,2019-07-25 05:15:45,49.244126296,20.093848631,1054.4,,
T,2019-07-25 05:15:46,49.244112968,20.093839495,1054.4,,
T,2019-07-25 05:15:48,49.244094780,20.093837315,1054.2,,
T,2019-07-25 05:15:52,49.244020013,20.093821222,1053.4,,
T,2019-07-25 05:15:55,49.244010458,20.093830107,1053.0,,
T,2019-07-25 05:15:57,49.243978858,20.093828347,1052.4,,
T,2019-07-25 05:15:59,49.243930578,20.093838908,1051.2,,
T,2019-07-25 05:16:00,49.243912809,20.093828263,1051.2,,
T,2019-07-25 05:16:03,49.243903169,20.093886936,1049.4,,
T,2019-07-25 05:16:06,49.243886406,20.093909567,1048.6,,
T,2019-07-25 05:16:07,49.243874755,20.093922727,1048.2,,
T,2019-07-25 05:16:11,49.243788254,20.093959188,1046.4,,
T,2019-07-25 05:16:13,49.243746595,20.093974024,1046.0,,
T,2019-07-25 05:16:18,49.243693789,20.094033033,1044.6,,
T,2019-07-25 05:16:19,49.243682893,20.094032278,1044.6,,
T,2019-07-25 05:16:20,49.243662190,20.094023561,1044.8,,
T,2019-07-25 05:16:27,49.243558170,20.093994895,1045.4,,
T,2019-07-25 05:16:30,49.243505197,20.093977209,1046.0,,
T,2019-07-25 05:16:32,49.243473262,20.093963798,1046.6,,
T,2019-07-25 05:16:34,49.243443841,20.093969582,1046.6,,
T,2019-07-25 05:16:36,49.243422300,20.093972431,1046.6,,
T,2019-07-25 05:16:41,49.243328841,20.093957428,1047.6,,
T,2019-07-25 05:16:45,49.243252901,20.093948543,1048.4,,
T,2019-07-25 05:16:47,49.243209902,20.093929935,1049.0,,
T,2019-07-25 05:16:51,49.243150475,20.093853241,1051.2,,
T,2019-07-25 05:16:55,49.243065817,20.093848631,1051.8,,
T,2019-07-25 05:17:02,49.242948890,20.093804458,1053.0,,
T,2019-07-25 05:17:06,49.242879404,20.093775624,1054.0,,
T,2019-07-25 05:17:09,49.242844032,20.093732625,1055.2,,
T,2019-07-25 05:17:17,49.242735235,20.093687195,1056.6,,
T,2019-07-25 05:17:19,49.242707239,20.093666827,1057.2,,
T,2019-07-25 05:17:21,49.242683183,20.093659703,1057.4,,
T,2019-07-25 05:17:23,49.242658373,20.093648303,1057.8,,
T,2019-07-25 05:17:25,49.242628869,20.093625840,1058.6,,
T,2019-07-25 05:17:30,49.242545217,20.093591977,1059.8,,
T,2019-07-25 05:17:33,49.242502386,20.093581332,1060.4,,
T,2019-07-25 05:17:40,49.242376070,20.093553336,1061.0,,
T,2019-07-25 05:17:47,49.242252689,20.093570519,1060.0,,
T,2019-07-25 05:17:48,49.242233997,20.093570771,1060.0,,
T,2019-07-25 05:17:56,49.242124781,20.093504554,1061.4,,
T,2019-07-25 05:18:05,49.242022941,20.093425093,1061.6,,
T,2019-07-25 05:18:14,49.241904756,20.093389051,1060.4,,
T,2019-07-25 05:18:18,49.241859494,20.093369102,1060.2,,
T,2019-07-25 05:18:20,49.241831666,20.093360217,1060.4,,
T,2019-07-25 05:18:22,49.241800569,20.093343286,1060.6,,
T,2019-07-25 05:18:30,49.241671991,20.093265502,1062.2,,
T,2019-07-25 05:18:37,49.241534611,20.093246978,1062.8,,
T,2019-07-25 05:18:39,49.241486415,20.093214707,1063.8,,
T,2019-07-25 05:18:42,49.241429502,20.093203308,1064.4,,
T,2019-07-25 05:18:45,49.241396897,20.093189394,1065.0,,
T,2019-07-25 05:18:52,49.241304863,20.093113873,1067.0,,
T,2019-07-25 05:18:53,49.241293799,20.093107419,1067.2,,
T,2019-07-25 05:19:02,49.241192378,20.093064085,1068.2,,
T,2019-07-25 05:19:03,49.241177542,20.093063330,1068.4,,
T,2019-07-25 05:19:07,49.241119623,20.093056289,1068.6,,
T,2019-07-25 05:19:10,49.241080480,20.093041621,1069.0,,
T,2019-07-25 05:19:17,49.241001774,20.093042124,1069.2,,
T,2019-07-25 05:19:18,49.240997415,20.093043046,1069.2,,
T,2019-07-25 05:19:25,49.240892725,20.093050171,1069.0,,
T,2019-07-25 05:19:32,49.240762554,20.093042040,1069.2,,
T,2019-07-25 05:19:33,49.240736822,20.093045728,1069.2,,
T,2019-07-25 05:19:39,49.240612015,20.093040364,1069.2,,
T,2019-07-25 05:19:47,49.240513528,20.093021840,1069.4,,
T,2019-07-25 05:19:48,49.240501709,20.093019409,1069.4,,
T,2019-07-25 05:19:55,49.240411185,20.092984037,1069.8,,
T,2019-07-25 05:19:56,49.240395427,20.092969956,1070.0,,
T,2019-07-25 05:19:58,49.240363743,20.092951851,1070.4,,
T,2019-07-25 05:20:00,49.240328958,20.092940284,1070.6,,
T,2019-07-25 05:20:07,49.240213037,20.092900302,1071.2,,
T,2019-07-25 05:20:09,49.240181437,20.092868451,1072.0,,
T,2019-07-25 05:20:10,49.240168864,20.092848921,1072.6,,
T,2019-07-25 05:20:13,49.240116309,20.092817489,1073.2,,
T,2019-07-25 05:20:19,49.240024528,20.092798881,1073.4,,
T,2019-07-25 05:20:25,49.239959065,20.092733251,1075.0,,
T,2019-07-25 05:20:27,49.239933500,20.092717074,1075.4,,
T,2019-07-25 05:20:30,49.239891842,20.092694694,1076.0,,
T,2019-07-25 05:20:34,49.239832414,20.092680864,1076.4,,
T,2019-07-25 05:20:41,49.239727054,20.092631159,1078.2,,
T,2019-07-25 05:20:48,49.239607863,20.092626298,1078.2,,
T,2019-07-25 05:20:51,49.239567546,20.092616491,1078.4,,
T,2019-07-25 05:20:53,49.239534941,20.092630405,1078.0,,
T,2019-07-25 05:20:54,49.239521446,20.092629483,1078.0,,
T,2019-07-25 05:20:56,49.239496049,20.092621185,1078.2,,
T,2019-07-25 05:20:58,49.239473166,20.092633087,1078.0,,
T,2019-07-25 05:21:00,49.239448356,20.092664603,1077.0,,
T,2019-07-25 05:21:05,49.239373840,20.092659825,1077.2,,
T,2019-07-25 05:21:07,49.239344168,20.092660664,1077.2,,
T,2019-07-25 05:21:08,49.239316005,20.092652030,1077.4,,
T,2019-07-25 05:21:18,49.239162449,20.092625711,1078.2,,
T,2019-07-25 05:21:21,49.239097908,20.092589753,1079.2,,
T,2019-07-25 05:21:22,49.239081731,20.092574833,1079.4,,
T,2019-07-25 05:21:28,49.238965139,20.092528649,1080.0,,
T,2019-07-25 05:21:30,49.238936724,20.092527308,1080.0,,
T,2019-07-25 05:21:33,49.238900514,20.092518423,1080.4,,
T,2019-07-25 05:21:40,49.238837231,20.092548765,1080.0,,
T,2019-07-25 05:21:42,49.238816947,20.092545664,1080.2,,
T,2019-07-25 05:21:44,49.238789622,20.092509873,1080.6,,
T,2019-07-25 05:21:46,49.238763219,20.092492690,1080.8,,
T,2019-07-25 05:21:53,49.238662301,20.092461174,1080.6,,
T,2019-07-25 05:21:58,49.238569178,20.092448182,1080.2,,
T,2019-07-25 05:22:06,49.238415286,20.092309210,1082.2,,
T,2019-07-25 05:22:09,49.238375640,20.092269313,1083.0,,
T,2019-07-25 05:22:10,49.238359798,20.092259841,1083.0,,
T,2019-07-25 05:22:13,49.238315457,20.092243748,1083.2,,
T,2019-07-25 05:22:14,49.238305986,20.092242574,1083.2,,
T,2019-07-25 05:22:21,49.238272542,20.092171999,1084.6,,
T,2019-07-25 05:22:23,49.238266088,20.092176190,1084.6,,
T,2019-07-25 05:22:25,49.238247145,20.092191780,1084.4,,
T,2019-07-25 05:22:26,49.238234656,20.092175016,1084.8,,
T,2019-07-25 05:22:28,49.238243541,20.092168897,1084.8,,
T,2019-07-25 05:22:30,49.238227196,20.092162527,1085.0,,
T,2019-07-25 05:22:35,49.238191741,20.092103183,1086.6,,
T,2019-07-25 05:22:36,49.238183862,20.092087761,1087.0,,
T,2019-07-25 05:22:37,49.238174558,20.092079211,1087.2,,
T,2019-07-25 05:22:40,49.238131223,20.092058927,1088.0,,
T,2019-07-25 05:22:42,49.238100462,20.092037888,1088.6,,
T,2019-07-25 05:22:46,49.238047991,20.091976030,1090.4,,
T,2019-07-25 05:22:50,49.237975823,20.091950716,1091.4,,
T,2019-07-25 05:22:53,49.237920083,20.091908639,1092.0,,
T,2019-07-25 05:22:58,49.237814220,20.091811912,1093.6,,
T,2019-07-25 05:23:00,49.237775495,20.091773020,1094.0,,
T,2019-07-25 05:23:08,49.237632332,20.091772350,1093.6,,
T,2019-07-25 05:23:12,49.237585813,20.091795567,1092.8,,
T,2019-07-25 05:23:14,49.237562846,20.091794059,1092.6,,
T,2019-07-25 05:23:15,49.237548597,20.091778636,1092.8,,
T,2019-07-25 05:23:19,49.237531750,20.091780731,1092.6,,
T,2019-07-25 05:23:21,49.237512220,20.091757178,1093.0,,
T,2019-07-25 05:23:24,49.237486403,20.091736391,1093.2,,
T,2019-07-25 05:23:25,49.237477854,20.091733374,1093.2,,
T,2019-07-25 05:23:26,49.237470478,20.091742175,1093.0,,
T,2019-07-25 05:23:28,49.237458324,20.091717448,1093.2,,
T,2019-07-25 05:23:34,49.237380121,20.091612255,1094.4,,
T,2019-07-25 05:23:35,49.237361597,20.091585265,1094.8,,
T,2019-07-25 05:23:37,49.237331338,20.091530029,1095.4,,
T,2019-07-25 05:23:39,49.237304768,20.091474121,1095.8,,
T,2019-07-25 05:23:40,49.237290937,20.091444617,1096.0,,
T,2019-07-25 05:23:44,49.237223966,20.091366833,1096.4,,
T,2019-07-25 05:23:46,49.237200832,20.091323918,1096.8,,
T,2019-07-25 05:23:48,49.237171160,20.091308160,1096.8,,
T,2019-07-25 05:23:51,49.237123467,20.091288881,1096.4,,
T,2019-07-25 05:23:58,49.237004360,20.091180839,1096.4,,
T,2019-07-25 05:24:01,49.236958679,20.091141108,1096.4,,
T,2019-07-25 05:24:07,49.236894390,20.091058630,1097.0,,
T,2019-07-25 05:24:08,49.236883661,20.091047650,1097.2,,
T,2019-07-25 05:24:12,49.236847786,20.091019319,1097.2,,
T,2019-07-25 05:24:14,49.236835716,20.091009680,1097.4,,
T,2019-07-25 05:24:16,49.236820210,20.090976404,1097.8,,
T,2019-07-25 05:24:19,49.236805122,20.090958718,1098.0,,
T,2019-07-25 05:24:22,49.236794058,20.090934495,1098.2,,
T,2019-07-25 05:24:25,49.236771679,20.090892836,1098.8,,
T,2019-07-25 05:24:26,49.236764805,20.090883616,1098.8,,
T,2019-07-25 05:24:27,49.236759106,20.090876659,1099.0,,
T,2019-07-25 05:24:29,49.236746533,20.090845646,1099.4,,
T,2019-07-25 05:24:31,49.236722980,20.090808515,1099.8,,
T,2019-07-25 05:24:37,49.236634802,20.090689659,1100.8,,
T,2019-07-25 05:24:45,49.236519383,20.090503329,1102.0,,
T,2019-07-25 05:24:48,49.236487197,20.090412386,1102.8,,
T,2019-07-25 05:24:55,49.236397175,20.090177692,1106.2,,
T,2019-07-25 05:25:01,49.236339508,20.090047941,1108.6,,
T,2019-07-25 05:25:07,49.236285528,20.090014832,1108.0,,
T,2019-07-25 05:25:15,49.236193411,20.089917686,1108.8,,
T,2019-07-25 05:25:17,49.236165164,20.089918608,1108.2,,
T,2019-07-25 05:25:23,49.236098109,20.089913998,1106.6,,
T,2019-07-25 05:25:25,49.236087129,20.089903856,1106.6,,
T,2019-07-25 05:25:27,49.236090984,20.089887595,1107.2,,
T,2019-07-25 05:25:34,49.236025438,20.089853648,1107.0,,
T,2019-07-25 05:25:38,49.235973386,20.089851134,1106.4,,
T,2019-07-25 05:25:39,49.235958718,20.089848284,1106.4,,
T,2019-07-25 05:25:40,49.235942876,20.089836465,1106.6,,
T,2019-07-25 05:25:41,49.235929297,20.089833112,1106.6,,
T,2019-07-25 05:25:44,49.235876156,20.089847194,1105.6,,
T,2019-07-25 05:25:45,49.235861320,20.089862198,1104.8,,
T,2019-07-25 05:25:49,49.235782027,20.089822970,1105.2,,
T,2019-07-25 05:25:55,49.235654287,20.089766812,1105.0,,
T,2019-07-25 05:26:03,49.235492432,20.089632785,1106.6,,
T,2019-07-25 05:26:04,49.235489750,20.089612752,1107.0,,
T,2019-07-25 05:26:07,49.235431496,20.089551900,1106.4,,
T,2019-07-25 05:26:09,49.235406099,20.089507811,1106.4,,
T,2019-07-25 05:26:11,49.235374080,20.089470344,1106.0,,
T,2019-07-25 05:26:20,49.235233348,20.089274710,1105.0,,
T,2019-07-25 05:26:26,49.235140895,20.089214193,1102.8,,
T,2019-07-25 05:26:31,49.235101333,20.089182258,1102.0,,
T,2019-07-25 05:26:36,49.235094124,20.089130877,1102.6,,
T,2019-07-25 05:26:37,49.235098232,20.089111179,1103.2,,
T,2019-07-25 05:26:41,49.235079121,20.089109167,1102.4,,
T,2019-07-25 05:26:43,49.235060764,20.089091649,1102.2,,
T,2019-07-25 05:26:46,49.235036457,20.089005483,1103.2,,
T,2019-07-25 05:26:49,49.234998822,20.088950582,1103.2,,
T,2019-07-25 05:26:54,49.234952554,20.088836504,1104.4,,
T,2019-07-25 05:26:57,49.234921206,20.088776741,1104.8,,
T,2019-07-25 05:27:00,49.234880470,20.088722259,1104.6,,
T,2019-07-25 05:27:07,49.234824814,20.088577252,1106.0,,
T,2019-07-25 05:27:09,49.234811990,20.088511538,1107.0,,
T,2019-07-25 05:27:13,49.234799668,20.088422438,1108.0,,
T,2019-07-25 05:27:16,49.234778965,20.088393101,1107.8,,
T,2019-07-25 05:27:18,49.234758010,20.088381534,1107.2,,
T,2019-07-25 05:27:26,49.234729679,20.088153966,1108.8,,
T,2019-07-25 05:27:33,49.234700762,20.087963948,1108.8,,
T,2019-07-25 05:27:35,49.234684585,20.087906281,1109.0,,
T,2019-07-25 05:27:37,49.234674107,20.087852553,1109.2,,
T,2019-07-25 05:27:40,49.234658517,20.087800920,1109.4,,
T,2019-07-25 05:27:46,49.234627755,20.087682903,1110.2,,
T,2019-07-25 05:27:48,49.234608645,20.087655326,1110.2,,
T,2019-07-25 05:27:54,49.234575368,20.087509900,1111.6,,
T,2019-07-25 05:28:00,49.234538656,20.087437062,1111.8,,
T,2019-07-25 05:28:03,49.234511247,20.087412586,1111.6,,
T,2019-07-25 05:28:05,49.234496830,20.087393811,1111.6,,
T,2019-07-25 05:28:10,49.234463135,20.087361960,1111.4,,
T,2019-07-25 05:28:12,49.234451484,20.087369923,1111.0,,
T,2019-07-25 05:28:13,49.234445868,20.087378388,1110.8,,
T,2019-07-25 05:28:15,49.234428518,20.087395655,1110.2,,
